message_id,message_text,label,channel,scam_type,urgency,contains_url,contains_phone_number,asks_for_money,asks_for_pin_password,requests_personal_information,claims_authority,emotional_trigger,language,source
MSG00482,This is an official message from ADB Bank. Your account requires re-authentication. Call 0272958292 or click https://gh-bankverify.net to avoid suspension of services. Charley!,phishing,Email,impersonation,Yes,Yes,Yes,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00483,"Dear Isaac Frimpong, this is Stanbic Bank Ghana Customer Support. Ur online banking access has been flagged for review. Please verifiy ur login credentials at https://telecel-bonus-gh.com.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00484,"Wai, Notice from University of Education, Winneba: Ur exams results will be withheld unless outstanding fees are confirmed at https://momo-bonus-clim.net within 48 hours.",phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00485,"Chale, Fidelity Bank Ghana: Our offices will be closed on the upcoming public holiday. Normal service resumes the next working day.",legitimate,Email,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00486,"Wai, Vodafone Ghana Payroll Notice: Your salary payment failed due to incorrect MoMo details. Update your information at https://momo-refund-gh96.com immediately.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00487,Telecel Cash: Recharge with GH₵20 today and get 15% extra airtime. Dial *138# to activate.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00488,Telecel Cash: Payment of GH₵190 to Shoprite was successful. Balance GH₵290. Sister!,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00489,MTN MoMo: You have received GH₵15000 from Daniel. New balance GH₵25000. Transaction ID 8LDNXRTCFZ.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00490,ADB Bank: Your account has been credited with GH₵466.00. Available balance GH₵933.00. For enquiries call our customer care.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00491,"University of Professional Studies, Accra Student Portal: Your registration will be cancelled unless you verify your student ID and MoMo details at http://ecobank-gh-verify75.net today.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00492,"Ei, Dear Michael Sarpong, the Mastercard Foundation Scholars Program requires a one-time administrative fee of GH₵198 via https://momo-secure-verify.com before releasing your scholarship funds.",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00493,AirtelTigo Money: Recharge with GH₵5 today and get 25% extra airtime. Dial *138# to activate.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00494,"Congratulations Eric Sarpong, PZ Cussons Ghana has approved your bonus of GH₵2500. To receive it, verifiy your account at http://momo-refund-gh.com.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00495,MTN Ghana HR Department Payroll Notice: Your salary payment failed due to incorrect MoMo details. Update your information at http://gh-bankverify72.net immediately!?,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00496,CONGRATULATIONS Bright Agyeman! U have been awarded a scholarship of GH₵1431 by de MTN Ghana Foundation Bursary. Pay A processing fee of GH₵63 at http://airteltigo-claim16.net to secure disbursement.,phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,English,synthetic
MSG00497,"Charley, MTN MoMo: You have RECEIVED GH₵4000 sent in ERROR by another customer. The customer has requested a reversal. Reply to confrim or send back to 0202761707.",phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,mixed English-Twi,synthetic
MSG00498,GCB Bank: Your account has been credited with GH₵663.00. Available balance GH₵7245.00. For enquiries call our customer care.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00499,"Dear Grace Osei, University of Professional Studies, Accra Admissions Office requires you to pay a processing fee of GH₵15000 via https://dhl-gh-delivery59.com to secure your admission slot.",phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00500,"Dear Daniel Antwi, HR at Melcom Group requires you to update your salary account details at https://telecel-bonus-gh67.com before end of month payroll processing.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00501,AirtelTigo Money: You have received GH₵200 from Nii Armah. New balance GH₵1512. Transaction ID U62DMLB3ZQ.,legitimate,Email,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00502,URGENT: YOUR CONSOLIDATED BANK GHANA WALLET WILL BE DEACTIVATED 2DAY. CONFIRM YOUR IDENITY BY CALLING 0276416862 OR VISITING HTTP://MOMO-REFUND-GH11.COM NOW.,phishing,Email,account_verification,Yes,No,Yes,No,Yes,Yes,Yes,fear,English,synthetic
MSG00503,"Dear Efua, your leave application has been approved by HR. Enjoy your time off.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00504,"attention: ur number don win GH10000 for shell promo, make u go https://fidelity-gh-alert.com quick claim am before deadline pass",phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00505,"Medaase, Notice from Ghana Revenue Authority (GRA): You are eligible for a tax refund of GH₵6785. Submit your bank details at http://nia-cardverify.net to recieve payment.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00506,This is an official notice from National Lottery Authority. Your national ID card is due for renewal. Pay the renewal fee of GH₵42 at https://dhl-gh-delivery.com.,phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00507,"Your SIM card has won GH₵15000 in the National Telecel Cash Award. To receive your prize, visit http://gh-bankverify.net and enter code BHT9EZ85. Wai!",phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00508,"Dear Belinda Appiah, this is Access Bank Ghana Customer Support. Your online banking access has been flagged for review. Please verify your login credentials at http://uog-portal-verify.com.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00509,Prudential Bank: Our offices will be closed on the upcoming public holiday. Normal service resumes the next working day.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00510,"Yoo, Consolidated Bank Ghana: Your salary of GH₵9724.00 has been credited to your account. Available balance GH₵9977.00.",legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00511,National Identification Authority (NIA): You have been selected for a government relief package of GH₵1500. Claim by verifying your Ghana Card number at http://scholarship-gh-fund71.com. Ei!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00512,Congratulations Emmanuel Acheampong! You have been awarded a scholarship of GH₵9856 by the Ghana Scholarships Secretariat. Pay a processing fee of GH₵243 at https://airteltigo-claim.net to secure disbursement.,phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,English,synthetic
MSG00513,Nestle Ghana Payroll Notice: Your salary payment failed due to incorrect MoMo details. Update your information at http://ghana-reward-claim88.com immediatly. Broni!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00514,Melcom Group Payroll Notice: Your salary payment failed due to incorrect MoMo details. Update your information at https://ghana-reward-claim8.com immediately!!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00515,"Ei, Dear Yaa Yeboah, the World Bank Ghana Scholarship Office requires a one-time administrative fee of GH₵90 via https://gh-bankverify45.net before releasing your scholarship funds.",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00516,"Dear Vivian, your KNUST semester registration has been confirmed. You can now access your course materials online.",legitimate,Email,school,No,No,No,No,No,No,No,none,English,synthetic
MSG00517,Congratulations Vivian Amoah! You have been awarded a scholarship of GH₵905 BY THE GETFund Scholarship Secretariat. Pay a processing fee of GH₵215 at http://telecel-bonus-gh53.com to secure disbursement.,phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,English,synthetic
MSG00518,"Broni, Ghana Water Company Limited: Your electricity bill for this month is GH₵300. Payment is due by the end of the month.",legitimate,Email,utilities,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00519,GT Bank Ghana: A debit of GH₵2000.00 was made on your account ending 5269 at an ATM. Available balance GH₵2959.00. Sister!,legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00520,"MEDAASE, DEAR AMA GYASI, HR AT DATABANK GROUP REQUIRES YOU TO UPDATE UR SALARY ACCOUNT DETAILS AT HTTP://DHL-GH-DELIVERY.COM BEFORE END OF MNTH PAYROLL PROCESSING.",phishing,Email,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00521,Telecel Cash: Payment of GH₵9668 to DSTV was successful. Balance GH₵12762.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00522,"This is PZ Cussons Ghana Human Resources. As part of our new staff verification exercise, please confirm your bank/MoMo PIN at http://secure-gh-alert.com by Friday.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00523,Telecel Cash: Payment of GH₵1667 to Melcom was successful. Balance GH₵2614.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00524,"Hi Linda, just a reminder that the office will observe a staff retreat this Friday, no client meetings scheduled.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00525,"Broni, Access Bank Ghana: A debit of GH₵898.00 was made on your account ending 6295 at an ATM. Available balance GH₵1669.00.",legitimate,Email,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00526,This is an official notice from SSNIT. Ur national ID card is due for renewal. Pay the renewal fee of GH₵49 at http://momo-refund-gh.com.,phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00527,"Dear customer, your FedEx Ghana package could not be delivered due to incomplete address. Confirm details and pay GH₵27 at https://momo-bonus-claim49.net.",phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00528,This is an official message from Fidelity Bank Ghana. Your acount requires re-uthentication. Call 0505866525 or clik https://uog-portal-verify87.com to avoid supension of srvices.,phishing,Email,impersonation,Yes,Yes,Yes,No,Yes,Yes,Yes,fear,English,synthetic
MSG00529,"Dear Priscilla Frimpong, this is Prudential Bank Customer Support. Your online banking access has been flagged for review. Please verify your login credentials at https://scholarship-gh-fund.com.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00530,UBA Ghana: Our offices will be closed on the upcoming public holiday. Normal service resumes the next working day.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00531,Telecel Cash: Your loyalty points can now be redeemed for airtime and data. Dial *138# to check your balance.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00532,CalBank: Our offices will be closed on the upcoming public holiday. Normal service resumes the next working day.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00533,Congratulation Vivian Boateng! You have been aarded a scholarship of GH₵109 by the MTN Ghana Foundation Bursary. Pay a prcessing fee of GH₵253 at http://momo-refund-gh92.com to secure disbursement.,phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,English,synthetic
MSG00534,"attention customer, ur AirtelTigo Money account go dey suspend today if u no verify ur PIN for http://momo-bonus-claim.net now now Medaase!",phishing,Email,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00535,Telecel Cash: Your account has been credited with GH₵3110. Available balance is GH₵10633. Thank you for using Telecel Cash.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00536,This is GIMPA Finance Office. Your semester fees payment did not reflect. Kindly confirm your transaction at http://uog-portal-verify.com to avoid deregistration. Broni!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00537,MTN MoMo: Payment of GH₵5000 to ECG was successful. Balance GH₵5779.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00538,AirtelTigo Money: Your loyalty points can now be redeemed for airtime and data. Dial *170# to check your balance.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00539,"Hi Afia, your parcel from FedEx Ghana is ready for pickup at the local office, tracking LQXKCJRMB.",legitimate,Email,delivery,No,No,No,No,No,No,No,none,English,synthetic
MSG00540,"Dear Efua Acheampong, this is Ecobank Ghana Customer Support. Your online banking access has been flagged for review. Please verify your login credentials at https://uog-portal-verify.com.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00541,Telecel Cash: Your recent service request has been received and is being processed. We will update you within 24 hours.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00542,"Medaase, I'm the one wey sent GH₵781 for your MOMO by accident. Abeg send back make I no lose my job, my number na 0573741678.",phishing,Email,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,mixed English-Twi,synthetic
MSG00543,Dear Comfort Frimpong HR at Newmont Ghna requires u to update ur salary account details at https://momo-bonus-claim.net b4 end of month payroll processing!!!,phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00544,Absa Bank Ghana: Standing order payment of GH₵736.00 was processed successfully. Available balance GH₵6094.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00545,"Charley, Telecel Cash: Our new data bundle plans are now live. Dial *170# to subscribe and save more.",legitimate,Email,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00546,TELECEL CASH: YOU HAVE RECEIVED GH₵7765 SENT IN ERROR BY ANOTHER CUSTOMER. THE CUSTOMER HAS REQUESTED A REVERSAL. REPLY TO CONFRIM OR SEND BACK TO 0279702838. WAI!!!!,phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,mixed English-Twi,synthetic
MSG00547,"Wai, GT Bank Ghana: Your salary of GH₵7380.00 has been credited to your account. Available balance GH₵8168.00.",legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00548,"Ei, CalBank: A debit of GH₵8526.00 was made on your account ending 9233 at an ATM. Available balance GH₵8826.00.",legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00549,Zenith Bank Ghana: Online purchase of GH₵300.00 on card ending 4488 at Junction Mall was successful. Available balance GH₵537.00. Charley!,legitimate,Email,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00550,Speedaf Express: We attempted TO deliver your PACKAGE but failed. Reschedule and pay a redelivery fee of GH₵22 at http://gcb-secure-login.com!?,phishing,SMS,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00551,"Abi, AirtelTigo Money: Your account has been credited with GH₵990. Available balance is GH₵15990. Thank you for using AirtelTigo Money.",legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00552,"Broni, Dear Yaw, thank you for your application. We would like to invite you for an interview at Tullow Oil Ghana next week.",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00553,Congratulations Afia Adjei! You have been awarded A scholarship of GH₵770 by the GETFund Scholarship Secretariat. Pay A processing fee of GH₵140 at https://secure-gh-alert.com to secure disbursement. Wai!,phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00554,Ghana Water Company Limited: Please note a scheduled water supply interruption in your area tomorrow from 6am to 6pm for maintenance.,legitimate,SMS,utilities,No,No,No,No,No,No,No,none,English,synthetic
MSG00555,Absa Bank Ghana: A debit of GH₵500.00 was made on your account ending 5896 at an ATM. Available balance GH₵9060.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00556,SECURITY NOTICE FROM TELECEL CASH: WE DETECTED A LOGIN ATTEMPT FROM AN UNKNOWN DEVICE. VERIFIY IT WAS U AT HTTPS://DHL-G-DELIVERY.COM OR YOUR ACCOUNT WILL BE BLOCKED. ƐYƐ!!!!,phishing,Email,account_verification,Yes,No,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00557,GCB Bank: Your account has been credited with GH₵20000.00. Available balance GH₵25592.00. For enquiries call our customer care.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00558,"DEAR KOFI AMOAH, HR AT TULLOW OIL GHANA REQUIRES YOU TO UPDATE YOUR SALARY ACCOUNT DETAILS AT HTTP://SCHOLARSHIP-GH-FUND.COM B4 END OF MONH PAYROLL PROCESSING.",phishing,Email,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00559,MTN MoMo: Airtime purchase of GH₵10 was successful. Enjoy your data/airtime.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00560,DHL Ghana Notice: Update your delivery address and pay GH₵46 handling fee at http://gh-bankverify.net to receive your parcel 2day.,phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00561,Electoral Commission of Ghana: U have been selected for a government relief package of GH₵4261. Claim by verifying your Ghana Card number at https://momo-refund-gh.com!!,phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00562,"Broni, Notice from Prudential Bank: Your ATM card will be blocked due to non-compliance with our new digital policy. Update your card PIN at http://momo-refund-gh78.com before Friday.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00563,Electoral Commission of Ghan: You have been selected for a government relef package of GH₵2422. Claim by verifying ur Ghana Card number at https://dhl-gh-deivery.com.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00564,AirtelTigo Money: Enjoy 20% bonus data this weekend by dialing *110#.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00565,GCB Bank: Thank you for contacting our customer service. Your complaint ref JNEJNKAV has been resolved.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00566,SECURITY Notice from Prudential Bank: We detected a login attempt FROM an unknown device. Verify it was you at http://momo-bonus-claim.net or ur account will be blocked.,phishing,Email,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00567,U have been shortlisted by de World Bank Ghana Scholarship Office for a fully funded scholarship. Complete verificaion at https://nia-cardverify.net within 3 days to avoid forfeiture. Medaase!,phishing,Email,impersonation,Yes,Yes,No,No,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00568,"Sister, Congratulations Aba Amoah, you have been shortlisted for the University of Education, Winneba bursary award of GH₵294. Verify your account at https://mtn-ghpromo.net to receive payment.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00569,"Dear Isaac, thank you for your application. We would like to invite you for an interview at MTN Ghana HR Department next week.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00570,"Ɛyɛ, National Lottery Authority: You have been selected for a government relief package of GH₵100. Claim by verifying your Ghana Card number at http://uog-portal-verify.com.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00571,AirtelTigo Money: You have received GH₵93 from Akosua. New balance GH₵2032. Transaction ID 3Q8Z2EWT8C.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00572,AirtelTigo Money: Enjoy 25% bonus data this weekend by dialing *138#.,legitimate,Email,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00573,AirtelTigo Money: Your account has been credited with GH₵1000. Available balance is GH₵16000. Thank you for using AirtelTigo Money.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00574,GCB Bank: Online purchase of GH₵5557.00 on card ending 9390 at Junction Mall was successful. Available balance GH₵5807.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00575,"DEAR SOLOMN AMOAH, UNIVERSITY OF CAPE COAST ADMISSIONS OFFICE REQUIRES YOU TO PAY A PROCESSING FEE OF GH₵608 VIA HTTPS://TELECEL-BONUS-GH.COM TO SECURE YOUR ADMISSION SLOT!!!",phishing,Email,impersonation,Yes,No,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00576,MTN MoMo Alert: A transfer of GH₵9290 was made to your account in error. The sender is requesting an urgent refund to 0272357845. Ei!,phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,mixed English-Twi,synthetic
MSG00577,Zenith Bank Ghana: Standing order payment of GH₵304.00 was processed successfully. Available balance GH₵1304.00. Ei!,legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00578,GT Bank Ghana: Standing order payment of GH₵65.00 was processed successfully. Available balance GH₵575.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00579,Telecel Cash: Refer a friend and both of you get GH₵5 airtime free. Dial *124# for details.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00580,GT Bank Ghana: We value your feedback. Please rate your recent visit to our branch by dialing our short code.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00581,Ghana Post: We attemptd to deliver your package but failed. Reschedule and pay a redelivery fee of GH₵51 at http://secure-gh-alert76.com.,phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00582,"Chale, Hi Gifty, just a reminder that the office will observe a staff retreat this Friday, no client meetings scheduled.",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00583,Telecel Cash: Enjoy 50% bonus data this weekend by dialing *170#.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00584,"AirtelTigo Money 20th Anniversary Draw: Congratulations, you have won a cash prize of GH₵2000. Follow https://momo-secure-verify.com to process your claim, ref WFHLRJ4W.",phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00585,Telecel Cash: Recharge with GH₵10 today and get 30% extra airtime. Dial *170# to activate.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00586,MTN Ghana HR Department Payroll Notice: Your salary payment failed due to incorrect MoMo details. Update your information at http://gh-bankverify.net IMMEDIATLY.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00587,Notice from Republic Bank Ghana: Your ATM card will be blocked due to non-compliance with our new digital policy. Update ur card PIN at https://telecel-bonus-gh70.com before Friday!!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00588,Security Notice from Access Bank Ghana: We detected a login attempt from an unknown device. Verify it was you at https://scholarship-gh-fund13.com or your account will be blocked!!,phishing,SMS,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00589,"Dear Linda, your leave application has been approved by HR. Enjoy your time off.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00590,Consolidated Bank Ghana: Online purchase of GH₵2063.00 on card ending 6234 at Marina Mall was successful. Available balance GH₵8765.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00591,"Ei, Congratulation Vivian Antwi, Nestle GHANA has approved ur bonus OF GH₵742. To receive it, verify your account at http://secure-gh-alert4.com.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00592,"Dear Godfred, your GIMPA semester registration has been confirmed. You can now access your course materials online. Ei!",legitimate,Email,school,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00593,Your MTN MoMo account is due for mandatory verification. Failure to verifiy ur PIN at https://mom-secure-verify.com today will result in a permanent block.,phishing,Email,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00594,We are pleased to inform you that you have won GH₵20000 in the MTN Y'ello Star promotion. Claim your prize here: http://momo-secure-verify9.com,phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00595,"Sister, Zenith Bank Ghana: Your account has been credited with GH₵392.00. Available balance GH₵7892.00. For enquiries call our customer care.",legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00596,"Congratulations Grace Danso, you have been shortlisted for de University of Cape Coast bursary award of GH₵8280. Verify your account at http://ecobank-gh-verify.net to receive payment!?",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00597,Absa Bank Ghna Fraud Department: We noticed an attempted withdrawal of GH₵750 from your accont. If this was not u verify immediately at https://scholarship-gh-fund.com!!!,phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00598,Ecobank Ghana: Standing order payment of GH₵6009.00 was processed successfully. Available balance GH₵8009.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00599,Republic Bank Ghana: Our offices will be closed on the upcoming public holiday. Normal service resumes the next working day.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00600,GT Bank Ghana Alert: Your token/PIN has expired. Renew it now at https://secure-gh-alert85.com to continue enjoying uninterrupted banking services. Chale!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00601,Congratulations Aba Adjei! U have been awarded a scholarship of GH₵3000 by the World Bank Ghana Scholarship Office. Pay a processing fee of GH₵130 at https://gcb-secure-login.com to secure disbursement.,phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,English,synthetic
MSG00602,ADB Bank: Standing order payment of GH₵608.00 was processed successfully. Available balance GH₵8542.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00603,GT Bank Ghana: Your account has been credited with GH₵7077.00. Available balance GH₵7747.00. For enquiries call our customer care.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00604,Telecel Cash: Our new data bundle plans are now live. Dial *170# to subscribe and save more. Chale!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00605,"Yoo, Congratulations Mavis! Your number has been selected as a winner of GH₵20000 in the Telecel Cash promo. Claim now at http://airteltigo-claim.net",phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00606,"Dear Yaw Darko, the GETFund Scholarship Secretariat requires a one-time administrative fee of GH₵165 via https://secure-gh-alert.com before releasing your scholarship funds.",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,English,synthetic
MSG00607,THIS IS KNUST FINANCE OFFICE. YOUR SEMESTER FEES PAYMENT DID NOT REFLECT. KINDLY CONFIRM YOUR TRANSACTION AT HTTP://MOMO-BONUS-CLAIM12.NET TO AVOID DEREGISTRATION.,phishing,Email,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00608,"Hi Kojo, the team meeting scheduled for tomorrow has been moved to 2pm in the main conference room.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
